paper_id,title,authors,venue,year,doi,abstract,citation_count,source,source_url,synthetic
CAND-011,Multimodal Unsupervised Deep Learning Algorithms for Fall Detection,Stefan Milan Denkovski,TSpace (University of Toronto),2022,,"Falls are one the major cause of both death and injury in people over 65 years of age. Fall detection is critical to minimize the risk that falls pose. Existing methods of fall detection require constant use, invade privacy and/or struggle with practical implementation. This thesis seeks to explore video fall detection as an anomaly detection problem. A novel fall data set is explored to compare multiple modalities from a performance and privacy aspect. Infra-red cameras are found to perform the best, while depth cameras provide the most privacy. Various methods of multi-modal fusion and a novel loss function are explored to improve performance. This method was able to achieve 0.925 AUC ROC and 0.125 AUC PR, improving on individual modalities by 0.03 AUC ROC and 0.05 AUC PR.",0,scopus_export,,false
CAND-012,Dual Stream Variational Autoencoder for Video Anomaly Detection in Single Scene Videos,Chinmaya Kumar Meher|Rashmiranjan Nayak|Umesh Chandra Pati,,2022,10.1109/odicon54453.2022.10010086,,5,scopus_export,https://doi.org/10.1109/odicon54453.2022.10010086,false
CAND-013,CLIP-TSA: CLIP-Assisted Temporal Self-Attention for Weakly-Supervised Video Anomaly Detection,Hyekang Kevin Joo|Khoa Vo|Kashu Yamazaki|Ngan Le,arXiv (Cornell University),2022,10.48550/arxiv.2212.05136,"Video anomaly detection (VAD) -- commonly formulated as a multiple-instance learning problem in a weakly-supervised manner due to its labor-intensive nature -- is a challenging problem in video surveillance where the frames of anomaly need to be localized in an untrimmed video. In this paper, we first propose to utilize the ViT-encoded visual features from CLIP, in contrast with the conventional C3D or I3D features in the domain, to efficiently extract discriminative representations in the novel technique. We then model temporal dependencies and nominate the snippets of interest by leveraging our proposed Temporal Self-Attention (TSA). The ablation study confirms the effectiveness of TSA and ViT feature. The extensive experiments show that our proposed CLIP-TSA outperforms the existing state-of-the-art (SOTA) methods by a large margin on three commonly-used benchmark datasets in the VAD problem (UCF-Crime, ShanghaiTech Campus, and XD-Violence). Our source code is available at https://github.com/joos2010kj/CLIP-TSA.",7,scopus_export,https://doi.org/10.48550/arxiv.2212.05136,false
CAND-014,Video Anomaly Detection Using Variational Autoencoder,Chinmaya Kumar Meher|Rashmiranjan Nayak|Umesh Chandra Pati,,2022,10.1109/isssc56467.2022.10051511,,4,scopus_export,https://doi.org/10.1109/isssc56467.2022.10051511,false
CAND-015,Anomalous Situations Recognition in Surveillance Images Using Deep Learning,Quratulain Arshad|Mudassar Raza|Wazir Zada Khan|Ayesha Siddiqa|Abdul Muiz|Muhammad Attique Khan|Usman Tariq|Taerang Kim|Jaehyuk Cha,"Computers, materials & continua/Computers, materials & continua (Print)",2023,10.32604/cmc.2023.039752,"Anomalous situations in surveillance videos or images that may result in security issues, such as disasters, accidents, crime, violence, or terrorism, can be identified through video anomaly detection. However, differentiating anomalous situations from normal can be challenging due to variations in human activity in complex environments such as train stations, busy sporting fields, airports, shopping areas, military bases, care centers, etc. Deep learning models’ learning capability is leveraged to identify abnormal situations with improved accuracy. This work proposes a deep learning architecture called Anomalous Situation Recognition Network (ASRNet) for deep feature extraction to improve the detection accuracy of various anomalous image situations. The proposed framework has five steps. In the first step, pretraining of the proposed architecture is performed on the CIFAR-100 dataset. In the second step, the proposed pre-trained model and Inception V3 architecture are used for feature extraction by utilizing the suspicious activity recognition dataset. In the third step, serial feature fusion is performed, and then the Dragonfly algorithm is utilized for feature optimization in the fourth step. Finally, using optimized features, various Support Vector Machine (SVM) and K-Nearest Neighbor (KNN) based classification models are utilized to detect anomalous situations. The proposed framework is validated on the suspicious activity dataset by varying the number of optimized features from 100 to 1000. The results show that the proposed method is effective in detecting anomalous situations and achieves the highest accuracy of 99.24% using cubic SVM.",14,scopus_export,https://doi.org/10.32604/cmc.2023.039752,false
CAND-016,MSDeepNet: A Novel Multi-stream Deep Neural Network for Real-World Anomaly Detection in Surveillance Videos,Prabhu Prasad Dev|Pranesh Das|Raju Hazari,Communications in computer and information science,2023,10.1007/978-3-031-39059-3_11,,4,scopus_export,https://doi.org/10.1007/978-3-031-39059-3_11,false
CAND-017,Image Classification Using Contrastive Language-Image Pre-training: Application to Aerial Views of Power Line Infrastructures,A. Losada|Ana M. Bernardos|Juan A. Besada,Lecture notes in networks and systems,2023,10.1007/978-3-031-42536-3_2,,0,scopus_export,https://doi.org/10.1007/978-3-031-42536-3_2,false
CAND-018,A Supervised Approach for Efficient Video Anomaly Detection Using Transfer Learning,Rangachary Kommanduri|Mrinmoy Ghorai,Lecture notes in computer science,2023,10.1007/978-3-031-45170-6_22,,2,scopus_export,https://doi.org/10.1007/978-3-031-45170-6_22,false
CAND-019,A Novel Attention Heat Map-Based Video Anomaly Detection Framework,Preeti Sharma|M. Gangadharappa,,2023,10.1109/spin57001.2023.10116189,,0,scopus_export,https://doi.org/10.1109/spin57001.2023.10116189,false
CAND-020,Weakly supervised anomaly detection with multi-level contextual modeling,Mengting Liu|Xinrui Li|Yongge Liu|Yahong Han,Multimedia Systems,2023,10.1007/s00530-023-01093-y,,2,scopus_export,https://doi.org/10.1007/s00530-023-01093-y,false
CAND-021,Integrated Intelligent Surveillance System Using Deep Learning,Arya Paul|S. K. Paul|Manikandan A. R|Katharin P Jose|Sabarinath M.S,,2023,10.1109/access57397.2023.10200245,,3,scopus_export,https://doi.org/10.1109/access57397.2023.10200245,false
CAND-022,Abnormal Behavior Detection in Video Surveillance Using Inception-v3 Transfer Learning Approaches,Sabah Abdulazeez Jebur|Khalid Ali Hussein|Haider K. Hoomod,Iraqi Journal of Computer Communication Control and System Engineering,2023,10.33103/uot.ijccce.23.2.16,"The use of video surveillance systems has increased due to security concerns and their relatively low cost. Researchers are working to create intelligent Closed Circuit Television (CCTV) cameras that can automatically analyze behavior in real-time to detect anomalous behaviors and prevent dangerous accidents. Deep Learning (DL) approaches, particularly Convolutional Neural Networks (CNNs), have shown outstanding results in video analysis and anomaly detection. This research paper focused on using Inception-v3 transfer learning approaches to improve the accuracy and efficiency of abnormal behavior detection in video surveillance. The Inception-v3 network is used to classify keyframes of a video as normal or abnormal behaviors by utilizing both pre-training and fine-tuning transfer learning approaches to extract features from the input data and develop a new classifier. The UCF-Crime dataset is used to train and evaluate the proposed models. The performance of both models was evaluated using accuracy, recall, precision, and F1 score. The fine-tuned model achieved 88.0%, 89.24%, 85.83%, and 87.50% for these measures, respectively. In contrast, the pre-trained model obtained 86.2%, 86.43%, 84.62%, and 85.52%, respectively. These results demonstrate that transfer learning using Inception-v3 architecture can effectively classify normal and abnormal behaviors in videos, and fine-tuning the weights of the layers can further improve the model's performance. Index Terms— Abnormal behavior detection, Video surveillance, Deep learning, Transfer learning, InceptionV3.",12,scopus_export,https://doi.org/10.33103/uot.ijccce.23.2.16,false
CAND-023,CNN-ViT Supported Weakly-Supervised Video Segment Level Anomaly Detection,Md. Haidar Sharif|Lei Jiao|Christian W. Omlin,Sensors,2023,10.3390/s23187734,"Video anomaly event detection (VAED) is one of the key technologies in computer vision for smart surveillance systems. With the advent of deep learning, contemporary advances in VAED have achieved substantial success. Recently, weakly supervised VAED (WVAED) has become a popular VAED technical route of research. WVAED methods do not depend on a supplementary self-supervised substitute task, yet they can assess anomaly scores straightway. However, the performance of WVAED methods depends on pretrained feature extractors. In this paper, we first address taking advantage of two pretrained feature extractors for CNN (e.g., C3D and I3D) and ViT (e.g., CLIP), for effectively extracting discerning representations. We then consider long-range and short-range temporal dependencies and put forward video snippets of interest by leveraging our proposed temporal self-attention network (TSAN). We design a multiple instance learning (MIL)-based generalized architecture named CNN-ViT-TSAN, by using CNN- and/or ViT-extracted features and TSAN to specify a series of models for the WVAED problem. Experimental results on publicly available popular crowd datasets demonstrated the effectiveness of our CNN-ViT-TSAN.",21,scopus_export,https://doi.org/10.3390/s23187734,false
CAND-024,CLIP-TSA: Clip-Assisted Temporal Self-Attention for Weakly-Supervised Video Anomaly Detection,Hyekang Kevin Joo|Viet-Khoa Vo-Ho|Kashu Yamazaki|Ngan Le,,2023,10.1109/icip49359.2023.10222289,,111,scopus_export,https://doi.org/10.1109/icip49359.2023.10222289,false
CAND-025,Unsupervised Video Anomaly Detection with Self-Attention Based Feature Aggregating,Zhenhao Ye|Yanlong Li|Zhichao Cui|Yuehu Liu|Li Li|Le Wang|Chi Zhang,,2023,10.1109/itsc57777.2023.10421863,,9,scopus_export,https://doi.org/10.1109/itsc57777.2023.10421863,false
CAND-026,"Towards Surveillance Video-and-Language Understanding: New Dataset, Baselines, and Challenges","Tongtong Yuan|Xuange Zhang|Kun Liu|Bo Liu|Chen, Chen|Jian Jin|Zhenzhen Jiao",arXiv (Cornell University),2023,10.48550/arxiv.2309.13925,"Surveillance videos are an essential component of daily life with various critical applications, particularly in public security. However, current surveillance video tasks mainly focus on classifying and localizing anomalous events. Existing methods are limited to detecting and classifying the predefined events with unsatisfactory semantic understanding, although they have obtained considerable performance. To address this issue, we propose a new research direction of surveillance video-and-language understanding, and construct the first multimodal surveillance video dataset. We manually annotate the real-world surveillance dataset UCF-Crime with fine-grained event content and timing. Our newly annotated dataset, UCA (UCF-Crime Annotation), contains 23,542 sentences, with an average length of 20 words, and its annotated videos are as long as 110.7 hours. Furthermore, we benchmark SOTA models for four multimodal tasks on this newly created dataset, which serve as new baselines for surveillance video-and-language understanding. Through our experiments, we find that mainstream models used in previously publicly available datasets perform poorly on surveillance video, which demonstrates the new challenges in surveillance video-and-language understanding. To validate the effectiveness of our UCA, we conducted experiments on multimodal anomaly detection. The results demonstrate that our multimodal surveillance learning can improve the performance of conventional anomaly detection tasks. All the experiments highlight the necessity of constructing this dataset to advance surveillance AI. The link to our dataset is provided at: https://xuange923.github.io/Surveillance-Video-Understanding.",0,scopus_export,https://doi.org/10.48550/arxiv.2309.13925,false
CAND-027,Delving into CLIP latent space for Video Anomaly Recognition,Luca Zanella|Benedetta Liberatori|Willi Menapace|Fabio Poiesi|Yiming Wang|Elisa Ricci,arXiv (Cornell University),2023,10.48550/arxiv.2310.02835,"We tackle the complex problem of detecting and recognising anomalies in surveillance videos at the frame level, utilising only video-level supervision. We introduce the novel method AnomalyCLIP, the first to combine Large Language and Vision (LLV) models, such as CLIP, with multiple instance learning for joint video anomaly detection and classification. Our approach specifically involves manipulating the latent CLIP feature space to identify the normal event subspace, which in turn allows us to effectively learn text-driven directions for abnormal events. When anomalous frames are projected onto these directions, they exhibit a large feature magnitude if they belong to a particular class. We also introduce a computationally efficient Transformer architecture to model short- and long-term temporal dependencies between frames, ultimately producing the final anomaly score and class prediction probabilities. We compare AnomalyCLIP against state-of-the-art methods considering three major anomaly detection benchmarks, i.e. ShanghaiTech, UCF-Crime, and XD-Violence, and empirically show that it outperforms baselines in recognising video anomalies.",1,scopus_export,https://doi.org/10.48550/arxiv.2310.02835,false
CAND-028,Unveiling Anomalies in Surveillance Videos Through Various Transfer Learning Models,Sachin Solanki|Yash Shah|Deep Rohit|Dipak Ramoliya,,2023,10.1109/icssas57918.2023.10331722,,7,scopus_export,https://doi.org/10.1109/icssas57918.2023.10331722,false
CAND-029,Open-Vocabulary Video Anomaly Detection,Peng Wu|Xuerong Zhou|Guansong Pang|Yujia Sun|Jing Liu|Peng Wang|Yanning Zhang,arXiv (Cornell University),2023,10.48550/arxiv.2311.07042,"Video anomaly detection (VAD) with weak supervision has achieved remarkable performance in utilizing video-level labels to discriminate whether a video frame is normal or abnormal. However, current approaches are inherently limited to a closed-set setting and may struggle in open-world applications where there can be anomaly categories in the test data unseen during training. A few recent studies attempt to tackle a more realistic setting, open-set VAD, which aims to detect unseen anomalies given seen anomalies and normal videos. However, such a setting focuses on predicting frame anomaly scores, having no ability to recognize the specific categories of anomalies, despite the fact that this ability is essential for building more informed video surveillance systems. This paper takes a step further and explores open-vocabulary video anomaly detection (OVVAD), in which we aim to leverage pre-trained large models to detect and categorize seen and unseen anomalies. To this end, we propose a model that decouples OVVAD into two mutually complementary tasks -- class-agnostic detection and class-specific classification -- and jointly optimizes both tasks. Particularly, we devise a semantic knowledge injection module to introduce semantic knowledge from large language models for the detection task, and design a novel anomaly synthesis module to generate pseudo unseen anomaly videos with the help of large vision generation models for the classification task. These semantic knowledge and synthesis anomalies substantially extend our model's capability in detecting and categorizing a variety of seen and unseen anomalies. Extensive experiments on three widely-used benchmarks demonstrate our model achieves state-of-the-art performance on OVVAD task.",3,scopus_export,https://doi.org/10.48550/arxiv.2311.07042,false
CAND-030,Detecting anomalies in security cameras with 3D-convolutional neural network and convolutional long short-term memory,Esraa A. Mahareek|Eman K. Elsayed|Nahed M. El-Desouky|Kamal A. ElDahshan,International Journal of Power Electronics and Drive Systems/International Journal of Electrical and Computer Engineering,2023,10.11591/ijece.v14i1.pp993-1004,"This paper presents a novel deep learning-based approach for anomaly detection in surveillance films. A deep network that has been trained to recognize objects and human activity in movies forms the foundation of the suggested approach. In order to detect anomalies in surveillance films, the proposed method combines the strengths of 3D-convolutional neural network (3DCNN) and convolutional long short-term memory (ConvLSTM). From the video frames, the 3DCNN is utilized to extract spatiotemporal features,while ConvLSTM is employed to record temporal relationships between frames. The technique was evaluated on five large-scale datasets from the actual world (UCFCrime, XDViolence, UBIFights, CCTVFights, UCF101) that had both indoor and outdoor video clips as well as synthetic datasets with a range of object shapes, sizes, and behaviors. The results further demonstrate that combining 3DCNN with ConvLSTM can increase precision and reduce false positives, achieving a high accuracy and area under the receiver operating characteristic-area under the curve (ROC-AUC) in both indoor and outdoor scenarios when compared to cuttingedge techniques mentioned in the comparison.",6,scopus_export,https://doi.org/10.11591/ijece.v14i1.pp993-1004,false
CAND-031,Multimedia datasets for anomaly detection: a review,Pratibha Kumari|Anterpreet Kaur Bedi|Mukesh Saini,Multimedia Tools and Applications,2023,10.1007/s11042-023-17425-z,,10,scopus_export,https://doi.org/10.1007/s11042-023-17425-z,false
CAND-032,Anomaly detection in surveillance videos using deep autoencoder,Sarthak Mishra|Suraiya Jabin,International Journal of Information Technology,2023,10.1007/s41870-023-01659-z,,50,scopus_export,https://doi.org/10.1007/s41870-023-01659-z,false
CAND-033,Delving into Clip Latent Space for Video Anomaly Recognition,Luca Zanella|Benedetta Liberatori|Willi Menapace|Fabio Poiesi|Yiming Wang|Elisa Ricci,SSRN Electronic Journal,2024,10.2139/ssrn.4768666,,5,scopus_export,https://doi.org/10.2139/ssrn.4768666,false
CAND-034,Review of the Deep Learning Models for Anomaly Detection-Based Video Scrutiny System,Jyoti Kukade|Prashant Panse,Lecture notes in networks and systems,2024,10.1007/978-981-99-9040-5_17,,1,scopus_export,https://doi.org/10.1007/978-981-99-9040-5_17,false
CAND-035,Anomaly Detection in Weakly Supervised Videos Using Multistage Graphs and General Deep Learning Based Spatial-Temporal Feature Enhancement,Jungpil Shin|Yuta Kaneko|Abu Saleh Musa Miah|Najmul Hassan|Satoshi Nishimura,IEEE Access,2024,10.1109/access.2024.3395329,"Weakly supervised video anomaly detection (WS-VAD) is a crucial research domain in computer vision for the implementation of intelligent surveillance systems. Many researchers have been working to develop WS-VAD systems using various technologies by assessing anomaly scores. However, they are still facing challenges because of lacking effective feature extraction. To mitigate this limitation, we propose a multi-stage deep-learning model for separating abnormal events from normality to extract the hierarchical effective features. In the first stage, we extract two stream features using pre-trained techniques: the first stream employs a ViT-based CLIP module to select top-k features, while the second stream utilizes a CNN-based I3D module integrated into the Temporal Contextual Aggregation (TCA) mechanism. These features are concatenated and fed into the second-stage module, where an Uncertainty-regulated Dual Memory Units (UR-DMU) model is employed to learn representations of regular and abnormal data simultaneously. The UR-DMU integrates global and local structures, leveraging Graph Convolutional Networks (GCN) and Global and Local Multi-Head Self Attention (GL-MHSA) modules to capture video associations. Subsequently, feature reduction is achieved using the multilayer-perceptron (MLP) integration with the Prompt-Enhanced Learning (PEL) module via the knowledge-based prompt. Finally, we employed a classifier module to predict the snippet-level anomaly scores. In the training phase, the based function transfers the snippet-level scores into bag-level predictions for learning high activation in anomalous cases. Our approach integrates these cutting-edge technologies and methodologies, offering a comprehensive solution to video-based anomaly detection. Extensive experiments on ShanghaiTech, XD-Violence, and UCF-Crime datasets validate the superiority of our method over state-of-the-art approaches by a substantial margin. We believe that our model holds significant promise for real-world applications, demonstrating superior performance and efficacy in anomaly detection tasks.",20,scopus_export,https://doi.org/10.1109/access.2024.3395329,false
CAND-036,RAOD: A Benchmark for Road Abandoned Object Detection From Video Surveillance,Yajun Xu|Huan Hu|Xiaoya Zhu|Yibing Nan|Kai Wang|Zhaoxiang Liu|Shiguo Lian,IEEE Access,2024,10.1109/access.2024.3407955,"Road abandoned objects are potential safety hazards in modern traffic transport, especially in highway scenes. Promptly detecting such obstacles on the road is of great significance for driving safety and Intelligent Transportation Systems (ITS). Current research primarily focuses on developing diverse road anomaly detection approaches to discriminate the unknown objects regarded as abandoned ones. However, previous efforts have been largely inadequate due to the absence of abundant datasets. In addition, prevailing benchmarks mainly provide data pertinent to autonomous driving, which might not effectively generalize to highway scenarios owing to camera perspective and scope limitations. To address these challenges, we introduce a large-scale Road Abandoned Object Detection (RAOD) benchmark derived from video surveillance. First, we collect abundant real-world video clips containing various potential abandoned object categories on the road from our commercial ITS, then assemble a road abandoned object dataset comprising 557 video sequences and 18,953 images with pixel-level manual annotations. Second, we conduct exhaustive evaluation experiments employing a range of baseline models from mainstream algorithms on our dataset to illustrate the performance of different approaches. Third, we propose a novel image segmentation framework based on an area-aware attention mechanism. Experimental results reveal that our method outperforms the UNet-based model by nearly 9% in terms of dice score. Our dataset represents the most extensive open-source resource dedicated to road abandoned object detection, accessible publicly at https://github.com/yajunbaby/A-Benchmark-for-Road-Abandoned-Object-Detection-from-Video-Surveillance.",6,scopus_export,https://doi.org/10.1109/access.2024.3407955,false
CAND-037,A Recurrent Neural Network for Multimodal Anomaly Detection by Using Spatio-Temporal Audio-Visual Data,Sameema Tariq|Ata Ur Rehman|Maria Abubakar|Waseem Iqbal|Hatoon S. AlSagri|Yousef A. Alduraywish|Haya Abdullah A. Alhakbani,"Computers, materials & continua/Computers, materials & continua (Print)",2024,10.32604/cmc.2024.055787,"In video surveillance, anomaly detection requires training machine learning models on spatio-temporal video sequences. However, sometimes the video-only data is not sufficient to accurately detect all the abnormal activities.... | Find, read and cite all the research you need on Tech Science Press",2,scopus_export,https://doi.org/10.32604/cmc.2024.055787,false
CAND-038,Deep Learning Approaches To Image Classification: Exploring The Future Of Visual Data Analysis,Venkata Nagesh Boddapati,SSRN Electronic Journal,2024,10.2139/ssrn.4977119,,0,scopus_export,https://doi.org/10.2139/ssrn.4977119,false
CAND-039,Detection of abnormal tourist behavior in scenic spots based on optimized Gaussian model for background modeling,Xiaohua Liu,Journal of Intelligent Systems,2024,10.1515/jisys-2024-0092,"Abstract In recent years, tourist attractions have become increasingly popular vacation destinations, leading to a gradual emergence of the tourism market and an improvement in the regulatory systems of scenic spots. However, these attractions frequently experience various abnormal behaviors (ABs). The existing abnormal behavior detection (ABD) algorithms are hindered by interference from the scenic area background, resulting in poor identification of ABs. The study proposed a background model constructed by an optimized Gaussian mixture model based on the background subtraction method to eliminate the background interference. Based on this model, an ABD method was established using action data based on spatio-temporal block detection and motion foreground effect map features. Experiments were conducted to train the video clips and action databases to establish the ABD model. In the study, algorithms were tested using computers, and different scenic spots were set up to validate tourists. Three scenic spot scenes with different time and environmental conditions were set up to detect tourist ABD, and the results were compared with different existing anomaly detection algorithms. Research has shown that the area under the receiver operation characteristic curve in outdoor scenes a and c is significantly larger than that in indoor scene b, with areas under the curves of 96.55 and 97.40%, respectively. In two outdoor research scenarios b and c, the area under the curve and equal error rate of the research algorithm (RA) are 88.14, 18.24, 98.12, and 7.55%, respectively, which are significantly better than the two compared algorithms. Although they are 97.31 and 6.29% in scenario a, slightly lower than the 95.18 and 12.69% of the compared algorithms, the expected time is very close to the ideal value, and overall, they have good performance. In addition, the average recognition accuracy of the RA (93.24%) is higher than that of the comparative algorithm (89.32%). The proposed ABD method has shown certain efficiency and accuracy in identifying ABs. It can provide effective decision-making support for scenic area management and has reference significance for improving the safety management quality of scenic area monitoring. By monitoring the AB of tourists, scenic area management personnel can take timely measures to ensure the safety of tourists and the order of the scenic area. In addition, the results of this study not only provide a new approach and method for detecting AB of scenic spot tourists, but also provide valuable reference significance and theoretical contributions in fields such as video surveillance, behavior analysis, and artificial intelligence.",0,scopus_export,https://doi.org/10.1515/jisys-2024-0092,false
